0.000000000000000000e+00,-5.764734121008209186e-03,-4.006487861300947646e-03
4.000000000000000192e-04,-1.252048715277395176e-02,-2.683539518799363949e-02
8.000000000000000383e-04,-3.047148911866729565e-02,-4.912285788041106244e-02
1.199999999999999895e-03,-7.325793429143337421e-02,-7.088001766652445024e-02
1.600000000000000077e-03,-7.596023644106693340e-02,-9.211779233977321346e-02
2.000000000000000042e-03,-1.070367144310340746e-01,-1.128468802405490218e-01
2.399999999999999790e-03,-1.182319689212803226e-01,-1.330777646480640897e-01
2.799999999999999972e-03,-1.451906600805475400e-01,-1.528207180843992319e-01
3.200000000000000153e-03,-1.570936638553779852e-01,-1.720858065324846753e-01
3.599999999999999901e-03,-1.813500587747142456e-01,-1.908828935697348683e-01
4.000000000000000083e-03,-2.082444227769058298e-01,-2.092216444190242997e-01
4.400000000000000265e-03,-2.185389178477649685e-01,-2.271115299186576564e-01
4.799999999999999580e-03,-2.319217628816730437e-01,-2.445618304129504872e-01
5.199999999999999761e-03,-2.606820173260263052e-01,-2.615816395650132353e-01
5.599999999999999943e-03,-2.897639832363794188e-01,-2.781798680932889289e-01
6.000000000000000125e-03,-2.828795347635244539e-01,-2.943652474333708358e-01
6.400000000000000307e-03,-3.227063979595368171e-01,-3.101463333265958577e-01
6.799999999999999621e-03,-3.290761240734524362e-01,-3.255315093368740254e-01
7.199999999999999803e-03,-3.320357949507128370e-01,-3.405289902971928573e-01
7.599999999999999985e-03,-3.480566238544716140e-01,-3.551468256871987417e-01
8.000000000000000167e-03,-3.820285121837709297e-01,-3.693929029432367894e-01
8.399999999999999481e-03,-3.888486278513195171e-01,-3.832749507021973590e-01
8.800000000000000530e-03,-3.865323620868792442e-01,-3.968005419804937484e-01
9.199999999999999845e-03,-4.141345336105488606e-01,-4.099770972894672405e-01
9.599999999999999159e-03,-4.143275558240953060e-01,-4.228118876884914279e-01
1.000000000000000021e-02,-4.335010981917609141e-01,-4.353120377770212102e-01
1.039999999999999952e-02,-4.619397173181999938e-01,-4.474845286268062106e-01
1.080000000000000057e-02,-4.569854774222742444e-01,-4.593362006554663757e-01
1.119999999999999989e-02,-4.824000884242458653e-01,-4.708737564426021538e-01
1.159999999999999920e-02,-4.804698644744950786e-01,-4.821037634895858348e-01
1.200000000000000025e-02,-5.002868329887113497e-01,-4.930326569241634815e-01
1.239999999999999956e-02,-4.947535230084470492e-01,-5.036667421509678499e-01
1.280000000000000061e-02,-5.091658662508865563e-01,-5.140121974490271528e-01
1.319999999999999993e-02,-5.155356082463239398e-01,-5.240750765173248782e-01
1.359999999999999924e-02,-5.398564471282835120e-01,-5.338613109694542169e-01
1.400000000000000029e-02,-5.513734614072678397e-01,-5.433767127783806217e-01
1.439999999999999961e-02,-5.437812394644335745e-01,-5.526269766723128640e-01
1.480000000000000066e-02,-5.511160979363384227e-01,-5.616176824826607517e-01
1.519999999999999997e-02,-5.806485633190798801e-01,-5.703542974450316327e-01
1.559999999999999928e-02,-5.886268353294739075e-01,-5.788421784542143733e-01
1.600000000000000033e-02,-5.821927449145709588e-01,-5.870865742740610793e-01
1.640000000000000138e-02,-6.035539278120165552e-01,-5.950926277031745038e-01
1.679999999999999896e-02,-5.928733353884735324e-01,-6.028653776972827671e-01
1.720000000000000001e-02,-6.081221336069337902e-01,-6.104097614491679202e-01
1.760000000000000106e-02,-6.082508154655656973e-01,-6.177306164269947830e-01
1.799999999999999864e-02,-6.161647503275770044e-01,-6.248326823718755030e-01
1.839999999999999969e-02,-6.447964751650666626e-01,-6.317206032554828488e-01
1.880000000000000074e-02,-6.426088821854422095e-01,-6.383989291985102676e-01
1.919999999999999832e-02,-6.545119626889975839e-01,-6.448721183507620802e-01
1.959999999999999937e-02,-6.452468619657950599e-01,-6.511445387336440849e-01
2.000000000000000042e-02,-6.496220482225621984e-01,-6.572204700457994209e-01
2.040000000000000147e-02,-6.718840308179810927e-01,-6.631041054326354267e-01
2.079999999999999905e-02,-6.578576938932046980e-01,-6.687995532204547011e-01
2.120000000000000009e-02,-6.637770649925718303e-01,-6.743108386159049061e-01
2.160000000000000114e-02,-6.843661869666407549e-01,-6.796419053714375380e-01
2.199999999999999872e-02,-6.755514681438381519e-01,-6.847966174174539011e-01
2.239999999999999977e-02,-6.882266482301425681e-01,-6.897787604618093038e-01
2.280000000000000082e-02,-7.045692707520654352e-01,-6.945920435573229579e-01
2.319999999999999840e-02,-7.085584156186891525e-01,-6.992401006379355133e-01
2.359999999999999945e-02,-7.139630639994694050e-01,-7.037264920241422805e-01
2.400000000000000050e-02,-7.146064745592213274e-01,-7.080547058983138742e-01
2.440000000000000155e-02,-7.071429125659289827e-01,-7.122281597505084605e-01
2.479999999999999913e-02,-7.087514387652835701e-01,-7.162502017953635836e-01
2.520000000000000018e-02,-7.099095776601686003e-01,-7.201241123606497707e-01
2.560000000000000123e-02,-7.256087963975716981e-01,-7.238531052480458028e-01
2.599999999999999881e-02,-7.189173255201684043e-01,-7.274403290666990873e-01
2.639999999999999986e-02,-7.442677103091650537e-01,-7.308888685401082608e-01
2.680000000000000090e-02,-7.468413541596850003e-01,-7.342017457868665886e-01
2.719999999999999848e-02,-7.460692609903671890e-01,-7.373819215757850820e-01
2.759999999999999953e-02,-7.343591827387196957e-01,-7.404322965559100300e-01
2.800000000000000058e-02,-7.417584076845710195e-01,-7.433557124619362133e-01
2.840000000000000163e-02,-7.409863145950141838e-01,-7.461549532955062958e-01
2.879999999999999921e-02,-7.626692668230186101e-01,-7.488327464828824498e-01
2.920000000000000026e-02,-7.651785705247686753e-01,-7.513917640094573969e-01
2.960000000000000131e-02,-7.681382622386183634e-01,-7.538346235315720456e-01
2.999999999999999889e-02,-7.658863228745441676e-01,-7.561638894660913657e-01
3.039999999999999994e-02,-7.500584091627675587e-01,-7.583820740581858066e-01
3.080000000000000099e-02,-7.635057013757520217e-01,-7.604916384277491392e-01
3.119999999999999857e-02,-7.712266363955585513e-01,-7.624949935948848179e-01
3.160000000000000309e-02,-7.535328288039008227e-01,-7.643945014848778641e-01
3.200000000000000067e-02,-7.718057065721675158e-01,-7.661924759130611662e-01
3.239999999999999825e-02,-7.688460146320025279e-01,-7.678911835499786509e-01
3.280000000000000276e-02,-7.649212060365221388e-01,-7.694928448672408994e-01
3.320000000000000034e-02,-7.642134537009380724e-01,-7.709996350644580110e-01
3.359999999999999792e-02,-7.619615145204929885e-01,-7.724136849776274127e-01
3.400000000000000244e-02,-7.723204356239313784e-01,-7.737370819693487611e-01
3.440000000000000002e-02,-7.745723752906432669e-01,-7.749718708012290902e-01
3.479999999999999760e-02,-7.669157808564501799e-01,-7.761200544888329222e-01
3.520000000000000212e-02,-7.824219943908402586e-01,-7.771835951395283937e-01
3.559999999999999970e-02,-7.733498937440994592e-01,-7.781644147735707895e-01
3.599999999999999728e-02,-7.741219873487972247e-01,-7.790643961287565533e-01
3.640000000000000180e-02,-7.839661819078719285e-01,-7.798853834489798409e-01
3.679999999999999938e-02,-7.924592141564658077e-01,-7.806291832570113609e-01
3.719999999999999696e-02,-7.808134657808878387e-01,-7.812975651118141407e-01
3.760000000000000148e-02,-7.714196597869823480e-01,-7.818922623507083003e-01
3.799999999999999906e-02,-7.719987299659292201e-01,-7.824149728166849282e-01
3.839999999999999664e-02,-7.720630710973565014e-01,-7.828673595711672650e-01
3.880000000000000115e-02,-7.746367164255401061e-01,-7.832510515925114047e-01
3.919999999999999873e-02,-7.783685023983555329e-01,-7.835676444605278457e-01
3.960000000000000325e-02,-7.775320675858818920e-01,-7.838187010273086619e-01
4.000000000000000083e-02,-7.761809036891342828e-01,-7.840057520746297470e-01
4.039999999999999841e-02,-7.828723824114286467e-01,-7.841302969581983584e-01
4.080000000000000293e-02,-7.847382756853227281e-01,-7.841938042390096397e-01
4.120000000000000051e-02,-7.937460373585365492e-01,-7.841977123020685836e-01
4.159999999999999809e-02,-7.887917682244868223e-01,-7.841434299627307869e-01
4.200000000000000261e-02,-7.858964163751956944e-01,-7.840323370609084686e-01
